der_av_after_max_max,max_der_before_max_median,beats_count,max_der_before_max_max,stopFrame,logattacktime_min,temporal_centroid_median,max_der_before_max_mean,effective_duration_mean,effective_duration_median,max_to_total,spectral_skewness_var,startFrame,max_der_before_max_min,scvalleys_mean_5,barkbands_spread_max,scvalleys_var_0,beats_loudness_dmean2,temporal_decrease_median,der_av_after_max_mean,beats_loudness_min,temporal_skewness_max,beats_loudness_mean,logattacktime_median,average_loudness,duration,gfcc_var_0,temporal_spread_mean,effective_duration_max,spectral_rms_median,temporal_decrease_mean,logattacktime_max,logattacktime_mean,beats_loudness_var,effective_duration_min,temporal_centroid_min,temporal_spread_min,spectral_spread_min,spectral_spread_mean,beats_loudness_median,beats_loudness_dmean,beats_loudness_dvar2,spectral_strongpeak_mean,gfcc_max_1,tc_to_total,temporal_spread_max,beats_loudness_dvar,der_av_after_max_median,mfcc_max_1,Class
0.039727,3e-06,0.000628,0.03011,1.6e-05,0.01718,0.000215,2.7e-05,0.000168,0.015833,0.000494,0.001285,0.000367,0.002047,0.001117,2.5e-05,0.00036,0.001145,3e-06,0.043491,0.01129,1.7e-05,2.9e-05,0.000631,0.002287,0.000329,0.000199,3.4e-05,0.000376,0.023759,0.017729,0.009874,0.000363,1.3e-05,0.000218,0.000422,0.000413,0.000519,0.020806,0.000462,0.000114,0.000898,0.000602,0.063558,0.001019,0.000279,0.00011,0.049802,1.4e-05,3
0.003967,1e-06,0.001985,0.81176,3.2e-05,0.005907,0.007763,6e-06,0.002192,0.003099,0.002162,0.000939,0.000187,0.004025,0.003114,0.001037,0.003207,0.000935,1e-06,0.016333,0.003012,2.7e-05,6e-06,0.00322,0.004159,0.001384,0.008461,0.000281,0.003466,0.003944,0.005943,0.003221,0.000448,3e-06,0.001985,0.001546,0.003256,0.00225,0.002114,0.000209,0.001789,0.001159,0.003068,0.021002,0.001036,0.003158,0.001912,0.004369,2e-06,1
6.4e-05,5.8e-05,9.5e-05,0.001502,0.01261,6.6e-05,9.7e-05,0.005556,7.3e-05,0.004054,0.000132,0.000182,3.6e-05,5.8e-05,0.000184,0.005808,0.001978,0.000149,6.9e-05,0.001216,0.000163,0.015597,0.007183,0.0001,5.9e-05,3.3e-05,8.5e-05,0.020011,6.3e-05,0.005111,7.5e-05,0.000157,0.021586,0.010677,0.001038,4.7e-05,7.3e-05,0.000173,0.051579,5.1e-05,1e-05,3.1e-05,0.00012,0.001481,3.5e-05,0.000131,8e-06,8.5e-05,0.012221,3
0.001688,0,0.000359,0.000488,0.000755,0.000453,0.000349,3.7e-05,0.000292,0.013943,0.000484,0.000774,0.000335,0.000956,0.00062,0.013061,0.001019,0.000695,0,0.00571,0.005904,0.000813,4.4e-05,0.000217,0.001109,0.000129,0.000326,0.02001,0.000256,0.019373,0.000471,0.005556,0.000748,0.005387,0.000552,0.000163,0.000267,0.000517,0.002647,0.00042,5.3e-05,0.000371,0.000211,0.007943,0.00037,0.000486,4.9e-05,0.00207,0.005205,3
0.068308,0,0.000333,0.008499,1e-05,0.001053,1.9e-05,2e-06,0.000383,0.000553,8e-06,0.006697,2e-06,0.000677,0.000639,0.000101,7.4e-05,0.0055,0,0.000612,0.002681,1.2e-05,2e-06,0.001916,0.000784,6.7e-05,1.8e-05,4.5e-05,5e-06,0.000779,0.001259,0.002381,7.9e-05,6e-06,3.6e-05,9e-05,6e-06,1e-05,0.000138,3e-06,0,0.006303,0.002087,0.000873,0.006064,0.000634,0,0.07077,4e-06,3
0.001493,0,0.000134,0.029247,0.000907,0.000573,2e-06,3.4e-05,7e-06,0.002321,1e-06,8e-05,0,0.001162,0.000233,0.066777,0.015646,9.2e-05,0,0.000392,0.001006,0.000788,2.6e-05,3.8e-05,0.001048,2.9e-05,3e-06,0.063679,0,0.001734,0.000485,0.00176,0.006061,0.011603,0.003761,2.2e-05,0,1e-06,0.006765,0,0,0.000104,2.7e-05,0.000428,6.9e-05,7e-06,0,0.001341,0.011512,3
0.000468,6.9e-05,0.000127,2.4e-05,0.002143,7.1e-05,0.000233,0.001097,0.000458,0.000852,0.000344,0.000915,0.000332,0.000245,0.000212,0.003574,0.007217,0.000808,7.8e-05,0.000126,0.000917,0.002426,0.001249,0.000405,0.000271,0.000221,0.000242,0.004289,0.000274,0.001132,7.4e-05,0.001002,0.002909,0.00072,0.001916,0.000253,0.000252,0.000361,0.005117,0.0004,6.1e-05,0.000758,0.000425,0.000159,0.00073,0.000715,6.6e-05,0.000561,0.000692,3
0.000679,0.001072,0.000192,0.006481,0.000412,0.000755,0.000161,0.000719,0.000291,0.014093,0.000774,0.000582,0.000737,0.002799,0.000304,0.003428,0.017425,0.000566,0.001305,0.001939,0.003855,0.000413,0.00079,0.001006,0.002607,0.000578,0.000205,0.001712,0.000561,0.018243,0.000787,0.004277,0.029668,0.000473,0.006439,0.00055,0.00043,0.000716,0.068525,0.000687,0.000208,0.001649,0.001027,0.002735,0.001579,0.000361,0.000282,0.000653,0.000473,8
0.001931,0.000619,0.001159,0.011445,0.0014,0.000874,0.000942,0.001475,0.001423,0.001242,0.004871,0.001193,0.005966,0.003538,0.001765,0.002082,0.001796,0.001127,0.000729,0.001846,0.002819,0.001411,0.001589,0.00233,0.004054,0.001724,0.000981,0.001662,0.002092,0.001573,0.00082,0.003258,0.002282,0.001213,0.001054,0.001941,0.002055,0.005208,0.004154,0.007723,0.001783,0.002874,0.002363,0.002211,0.002815,0.002138,0.001786,0.002149,0.001154,3
0.002638,0.000747,0.001039,0.002369,0.000856,0.000274,0.000507,0.001327,0.000392,0.000875,0.000259,0.000866,0.000144,0.002002,0.001777,0.003278,0.000908,0.000835,0.000778,0.000356,0.005717,0.000838,0.001424,0.001688,0.002262,0.000429,0.000504,0.002682,9.4e-05,0.001119,0.000267,0.006033,0.001974,0.000451,0.000417,0.000491,9.2e-05,0.000273,0.004504,0.000174,6.4e-05,0.002123,0.001654,0.000481,0.001989,0.000569,6.6e-05,0.002885,0.000415,3
0.000624,6e-06,0.000691,0.034894,5.7e-05,0.000138,0.000119,4.3e-05,0.000372,0.000382,0.000141,0.000478,6.3e-05,0.000517,0.001173,0.000214,0.000379,0.000454,7e-06,0.0003,0.000753,6e-05,4.9e-05,0.002043,0.000552,0.00034,0.000126,0.000442,4.8e-05,0.00049,0.000134,0.000794,0.000501,7.4e-05,0.000145,0.000387,4.6e-05,0.000154,0.001864,7.7e-05,1.1e-05,0.001005,0.002115,0.000378,0.000927,0.000559,1.2e-05,0.000712,7.4e-05,3
0.008421,0.00307,0.001992,0.020774,0.00032,0.002721,0.002347,0.001041,0.004155,0.00441,0.002803,0.003404,0.000968,0.008219,0.003319,0.002326,0.001903,0.003144,0.003731,0.003376,0.01531,0.000294,0.001244,0.010066,0.009109,0.006014,0.002411,0.001477,0.000785,0.005673,0.002875,0.015274,0.002195,0.00038,0.001177,0.007428,0.000748,0.003149,0.005413,0.001136,0.000177,0.013585,0.010929,0.004414,0.013317,0.006202,0.000193,0.009777,0.000341,3
0.000408,2e-06,0.039009,0.054731,2e-06,5.6e-05,0.008007,6e-06,0.000788,3e-05,0.001991,0.004048,0.004452,0.005706,0.061426,2e-06,6e-06,0.00398,2e-06,4.6e-05,0.001249,2e-06,6e-06,0.000482,0.005877,0.000164,0.008597,4e-06,0.002746,3.7e-05,5.5e-05,0.001365,4e-06,2e-06,1e-06,0.000183,0.002589,0.002113,4.8e-05,0.005199,0.001174,0.00801,0.000449,6e-05,0.007265,0.00113,0.001256,0.000443,2e-06,3
0.000554,0,0.000189,8e-06,0.001354,0.000405,3e-05,0.000735,7.2e-05,0.000354,4.1e-05,0.000228,4e-06,0.001126,0.000298,0.000818,0.001472,0.000228,0,0.000438,0.000886,0.001272,0.000728,0.000484,0.001251,0.000103,3.5e-05,0.004287,1e-06,0.000452,0.000422,0.000878,0.000434,0.00169,0.000572,0.000119,0,4e-05,0.002998,4e-06,0,0.000474,0.000478,0.000577,0.000438,0.000107,0,0.000635,0.001513,3
0.001284,0.000366,0.001051,0.001443,5.6e-05,0.001457,0.00041,2.6e-05,0.000369,0.015435,0.000314,0.001032,9.7e-05,0.001203,0.001852,0.000225,0.001114,0.000947,0.000316,0.010351,0.001031,5.7e-05,2.6e-05,0.000765,0.001392,0.000508,0.000398,0.003757,7e-05,0.021401,0.001544,0.001042,0.00097,0.001177,0.000262,0.000625,7.1e-05,0.000355,0.01312,0.000124,2.6e-05,0.003825,0.000795,0.014519,0.003771,0.0006,2.5e-05,0.00162,0.0012,3
0.000641,0.000256,0.000657,0.097005,3.3e-05,0.001631,0.000413,0.00022,0.000615,0.01839,0.000429,0.000916,6.9e-05,0.005193,0.001196,0.011503,0.002695,0.000794,0.000281,0.009882,0.001605,3.4e-05,0.000236,0.001022,0.005984,0.000504,0.000377,0.016159,4.6e-05,0.026495,0.001832,0.001542,0.001425,0.00212,0.005833,0.000674,4.8e-05,0.000536,0.021839,9.3e-05,3.2e-05,0.002118,0.001135,0.01454,0.002193,0.001056,3e-05,0.000776,0.00183,2
0.000693,0.000414,0.000186,1e-06,4.8e-05,0.00017,0.000143,0.000116,0.000197,0.000151,0.000297,0.000255,0.000132,0.000364,0.000308,0.000101,0.0001,0.000238,0.000479,0.000252,0.000927,5.2e-05,0.000122,0.000718,0.000428,0.000305,0.000145,3.9e-05,0.000174,0.000206,0.000185,0.000899,7.9e-05,1e-05,4.1e-05,0.000378,0.00017,0.000317,0.000344,0.000157,4.6e-05,0.000685,0.000745,0.000362,0.000634,0.000309,4.7e-05,0.000868,1e-05,3
0.00134,0,0.000247,1.1e-05,0.003253,0.000498,8.6e-05,0.000204,0.000113,0.002789,0.00011,0.000441,2.4e-05,0.001117,0.00028,0.005453,0.004074,0.000576,0,0.002224,0.000842,0.003431,0.000226,0.000773,0.001014,0.000158,0.000118,0.00384,1.3e-05,0.002323,0.000382,0.001094,0.002381,0.002992,0.001291,0.000143,1e-05,8.8e-05,0.003952,2.1e-05,1e-06,0.000558,0.000571,0.002129,0.000348,0.000123,1e-06,0.001198,0.002829,3
0.002483,0,0.000809,2e-05,0.00199,0.001459,0.001488,0.000607,0.004093,0.001448,0.001427,0.002118,0.000155,0.001842,0.001347,0.003922,0.000359,0.001972,1e-06,0.002176,0.001293,0.002012,0.000661,0.004232,0.00204,0.001973,0.001435,0.002474,2.9e-05,0.001939,0.001564,0.001316,0.000169,0.004197,0.000293,0.00246,3e-05,0.001641,0.002754,0.000194,3e-06,0.003523,0.004536,0.003023,0.003367,0.006631,2e-06,0.002693,0.003879,3
0.009393,9e-06,0.002762,0.005137,0.005642,0.002531,0.001578,0.000712,0.002321,0.011517,0.002273,0.004924,0.001094,0.005161,0.004493,0.00148,0.002537,0.004275,1e-05,0.011305,0.002439,0.005933,0.000777,0.00378,0.005775,0.00514,0.001509,0.004587,0.00063,0.01591,0.00262,0.002692,0.005467,0.000961,0.001604,0.006257,0.000639,0.002655,0.005261,0.001445,0.000278,0.004657,0.004158,0.015653,0.00442,0.003621,0.000271,0.011596,0.000974,3
0.006488,9.8e-05,0.003332,0.0023,0.007724,0.004725,0.001458,0.003217,0.005337,0.008104,0.003069,0.006282,0.001213,0.005721,0.004426,0.001852,0.007994,0.008847,0.000107,0.003908,0.028404,0.00754,0.004088,0.043579,0.005351,0.011291,0.002036,0.023011,0.000863,0.010142,0.004847,0.031086,0.009409,0.023442,0.001198,0.010434,0.000756,0.002971,0.044428,0.001405,0.000307,0.058676,0.045647,0.004004,0.053012,0.008744,0.000313,0.006931,0.023612,3
0.004048,0.000142,0.003035,0.002804,0.002623,0.000873,0.002041,0.00312,0.002457,0.00206,0.000851,0.006094,0.000397,0.008803,0.005022,0.001412,0.000524,0.006643,0.000138,0.000916,0.00674,0.002613,0.00318,0.006998,0.009559,0.001748,0.001983,0.007046,0.000366,0.002669,0.000785,0.009313,0.000961,0.001447,0.000169,0.00226,0.000396,0.001008,0.005136,0.000525,7.3e-05,0.009921,0.00735,0.001238,0.008201,0.004026,6.9e-05,0.004413,0.001233,3
0.000103,0.004158,3.5e-05,0.004382,0.02787,8.3e-05,9.2e-05,0.090592,8.2e-05,0.000105,7.7e-05,6.5e-05,3.5e-05,0.000113,5.7e-05,0.004183,0.001215,6.1e-05,0.003809,0.000281,8.5e-05,0.027164,0.097019,0.000229,0.000129,0.0001,9.1e-05,0.021004,2.7e-05,0.000131,8.7e-05,8.8e-05,0.000534,0.022939,0.002391,0.000122,2.8e-05,8.8e-05,0.001182,4.4e-05,9e-06,0.000235,0.000248,0.000356,0.000227,0.000125,9e-06,0.000117,0.021421,13
0.00017,0.004185,6.6e-05,0.00032,0.046687,0.000122,0.000141,0.12079,0.000111,0.00015,7.3e-05,8e-05,2.2e-05,0.000103,0.000113,0.00368,0.001034,7.3e-05,0.003651,0.000411,0.000179,0.047318,0.12822,0.000327,0.000114,8.6e-05,0.000138,0.018269,1.5e-05,0.0002,0.000127,0.000182,0.001077,0.024045,0.002206,0.000107,1.5e-05,8.5e-05,0.001291,2.7e-05,4e-06,0.000327,0.000346,0.000535,0.000322,0.000178,4e-06,0.000203,0.022174,13
0.001287,0.00077,0.000481,0.001404,0.009567,0.000698,0.001737,0.00368,0.001551,0.001607,0.001219,0.000649,0.00056,0.00044,0.000816,0.005435,0.00725,0.000692,0.000891,0.006185,0.001392,0.01102,0.004492,0.001056,0.000439,0.002506,0.001799,0.010382,0.000452,0.001884,0.000678,0.001558,0.001724,0.010908,0.00711,0.002858,0.000356,0.001007,0.003948,0.000549,0.0001,0.001647,0.000841,0.008609,0.00141,0.002118,0.000154,0.001523,0.01125,3
8.7e-05,0.001615,7e-06,9e-06,0.016506,3.7e-05,4.5e-05,0.043993,1.3e-05,0.000203,1.7e-05,2e-05,4e-06,2e-05,1.3e-05,0.001761,0.000648,1.8e-05,0.00151,0.000286,6e-05,0.017901,0.050468,8.2e-05,2.3e-05,1.6e-05,4.3e-05,0.014005,4e-06,0.000293,4.1e-05,5.6e-05,0.000295,0.008738,0.001413,2e-05,3e-06,2e-05,0.000622,4e-06,1e-06,0.000212,8.5e-05,0.000418,0.000207,2e-05,1e-06,0.000111,0.008345,3
8.7e-05,0.004555,1.1e-05,0.002783,0.058604,6e-05,0.000266,0.11235,8.6e-05,0.000142,0.000125,5.7e-05,1.4e-05,4.2e-05,1.9e-05,0.006249,0.001094,5e-05,0.004885,0.000256,6.8e-05,0.063281,0.10838,9e-05,5.2e-05,5.6e-05,0.000248,0.023812,1.5e-05,0.000188,6e-05,6.9e-05,0.000265,0.0325,0.003623,6.8e-05,1.5e-05,0.000151,0.000978,1.7e-05,4e-06,0.000286,9.3e-05,0.000363,0.000253,0.000142,4e-06,0.000109,0.033993,13
0.003309,0.008273,0.001599,0.021571,0.003042,0.00147,0.000343,0.02612,0.000563,0.030181,0.000617,0.002115,0.000453,0.003106,0.002917,0.02793,0.002564,0.001846,0.009287,0.011129,0.003194,0.00321,0.030217,0.002674,0.003771,0.001337,0.000331,0.00562,0.001203,0.043811,0.001645,0.003003,0.003319,0.001897,0.002012,0.001716,0.001259,0.000735,0.16093,0.000563,0.001242,0.002623,0.003021,0.01599,0.002741,0.000893,0.001157,0.004175,0.001405,8
0.000559,0.000541,0.000155,0.003617,0.004504,0.000276,4.4e-05,0.010377,0.000197,0.002329,0.000101,0.000108,7e-05,0.000431,0.000201,0.021216,0.004289,0.000134,0.000533,0.000834,0.000355,0.003943,0.010259,0.000347,0.00046,0.000385,5.7e-05,0.011988,0.000121,0.002507,0.000285,0.000456,0.001118,0.004228,0.005198,0.00035,0.000108,0.000104,0.008781,6.4e-05,4.9e-05,0.000342,0.000223,0.000905,0.000237,0.000223,5.9e-05,0.000609,0.003655,3
0.000423,1e-06,4.9e-05,0.005345,7.2e-05,0.000217,0.000133,6.3e-05,0.000555,0.015716,0.000672,0.000135,0.000381,0.000373,7.9e-05,0.000202,0.00289,0.000135,1e-06,0.008453,0.001813,7.2e-05,6.1e-05,0.001267,0.000394,0.001441,0.00015,0.000353,0.000476,0.01866,0.000231,0.002043,0.009572,4.7e-05,0.000852,0.001798,0.000499,0.000795,0.3454,0.000494,0.000236,0.000858,0.001372,0.01053,0.000806,0.000778,0.000227,0.000471,4.2e-05,8
0.001817,5e-06,0.000169,0.21058,4.3e-05,0.000911,0.00012,0.000123,0.000775,0.022859,0.000494,0.000545,0.00028,0.000996,0.000261,0.000526,0.025586,0.000495,5e-06,0.005619,0.00961,4e-05,0.000118,0.002654,0.000972,0.000919,0.000142,9.7e-05,0.000154,0.029968,0.000945,0.012108,0.041557,3e-05,0.002265,0.000978,0.000121,0.00049,0.71673,0.000333,6.7e-05,0.000645,0.002205,0.007365,0.000589,0.001023,8e-05,0.00185,2.6e-05,5
0.003385,7.2e-05,0.00325,0.081659,0.00607,0.002342,0.000725,0.003357,0.00074,0.004974,0.006351,0.000652,0.001956,0.003685,0.004733,0.00121,0.000605,0.000873,7.3e-05,0.019171,0.005711,0.006509,0.003772,0.002265,0.003742,0.002922,0.001021,0.006181,0.001785,0.006194,0.00244,0.006197,0.001134,0.003252,0.000585,0.003122,0.001495,0.005664,0.00651,0.001818,0.000254,0.001751,0.001664,0.014089,0.001274,0.000893,0.000329,0.003657,0.003024,3
0.004498,5.9e-05,0.000109,0.004017,0.003341,0.005995,2.9e-05,0.002417,0.000298,0.022562,0.000181,0.000113,5e-05,0.000462,0.000134,0.004006,0.036493,0.000154,7e-05,0.005707,0.002474,0.003574,0.002903,0.000395,0.000449,0.000208,4e-05,0.014963,0.000129,0.026184,0.004075,0.003546,0.010773,0.004437,0.019006,0.000249,0.000139,0.000206,0.029979,4.8e-05,1.7e-05,0.000327,0.000366,0.006805,0.000253,0.000446,1.7e-05,0.004496,0.004581,3
0.001992,0.000145,0.001202,0.021232,0.015627,0.000583,6.9e-05,0.009462,2e-05,0.006598,4.8e-05,0.000448,2.4e-05,0.002354,0.001846,0.015831,0.00498,0.00044,0.000133,0.00229,0.001596,0.016522,0.010104,8.7e-05,0.002445,6.2e-05,7e-05,0.059758,1.4e-05,0.008335,0.000567,0.001756,0.004253,0.003394,0.005771,7e-05,1.4e-05,5.5e-05,0.013728,3e-05,6e-06,0.000378,7.9e-05,0.002716,0.000336,2.8e-05,6e-06,0.002194,0.002992,3
0.003971,1e-06,0.000656,0.063486,0.006785,0.000977,0.000396,0.001942,0.001049,0.013306,0.001054,0.000902,0.000272,0.00423,0.001127,0.004068,0.019582,0.001004,1e-06,0.016155,0.004298,0.007334,0.002041,0.00805,0.004266,0.003218,0.00049,0.01137,9.3e-05,0.017742,0.00084,0.005046,0.003173,0.001295,0.00684,0.002851,6.7e-05,0.000888,0.013341,0.000262,1e-06,0.001554,0.005958,0.023189,0.001159,0.001289,2e-06,0.00423,0.00106,3
0.002819,0,0.001648,0.62095,0.01618,0.000372,0.000125,0.006819,0.000258,0.002247,0.000211,0.002625,4.2e-05,0.018347,0.002612,0.002154,0.000344,0.002523,0,0.001015,0.011565,0.016083,0.008107,0.000564,0.020161,0.000826,0.000167,0.022768,3e-06,0.002948,0.000361,0.012573,0.000675,0.002959,0.000997,0.000797,2e-06,0.000198,0.001015,3.8e-05,0,0.001177,0.000522,0.001337,0.001105,0.000319,0,0.002956,0.002901,19
0.000398,0.000222,0.000125,0,0.008739,0.000128,6e-06,0.012948,6.7e-05,0.001238,7e-06,8.1e-05,1e-06,0.000295,0.000213,0.001148,0.000867,7.9e-05,0.000255,0.000324,0.000703,0.008207,0.016196,4.7e-05,0.000349,3.4e-05,6e-06,0.005671,1e-06,0.001591,0.000114,0.000683,0.000497,0.025008,0.000211,4.1e-05,1e-06,7e-06,0.001453,1e-06,0,9.2e-05,4.1e-05,0.00042,7.7e-05,0.000106,0,0.000471,0.02589,3
1e-05,7.2e-05,4e-06,0.001302,0.002159,9e-06,2e-06,0.001125,3e-06,4.7e-05,2e-06,4e-06,2e-06,1e-05,7e-06,0.000166,2.1e-05,4e-06,7.5e-05,1.7e-05,1.1e-05,0.00189,0.001269,6e-06,1e-05,4e-06,2e-06,0.000452,1e-06,6.5e-05,8e-06,1.3e-05,1.8e-05,0.000504,2.1e-05,4e-06,1e-06,2e-06,5.8e-05,2e-06,0,9e-06,6e-06,2e-05,8e-06,4e-06,0,1.3e-05,0.000469,3
7.7e-05,0,5.2e-05,0,1.3e-05,1.7e-05,0.000743,8e-06,0.000674,1.1e-05,0.002484,9.5e-05,0.00295,0.000103,9.2e-05,7e-06,7e-06,9.4e-05,0,1.1e-05,0.000104,1.3e-05,9e-06,0.000242,0.000116,0.000343,0.00082,1.4e-05,0.005569,1.3e-05,1.6e-05,0.000108,4e-06,6e-06,4e-06,0.000418,0.005006,0.002597,2.1e-05,0.003187,0.002765,0.000252,0.000246,1.3e-05,0.000228,0.000911,0.003546,9.5e-05,5e-06,3
9.1e-05,0,0.000305,1.2e-05,0.000207,1.6e-05,0.004888,6.9e-05,0.001481,3.2e-05,0.013035,0.000369,0.008232,0.000318,0.000553,0.000101,4.7e-05,0.000326,1e-06,2.5e-05,0.000194,0.000245,8.6e-05,0.001337,0.000381,0.000987,0.004882,0.0002,0.016279,4.5e-05,1.6e-05,0.000195,3.3e-05,0.000147,3.1e-05,0.001154,0.014332,0.014904,5.9e-05,0.009252,0.005906,0.000624,0.001341,3.5e-05,0.000612,0.002245,0.006553,0.00011,0.000158,3
0.001011,3.8e-05,0.00061,9.5e-05,0.000539,0.000297,0.000247,0.000237,0.000291,0.00096,0.000942,0.000281,0.000457,0.001146,0.00097,0.037982,0.002473,0.000378,3.3e-05,0.000566,0.002373,0.000522,0.000279,0.001204,0.000823,0.00059,0.000392,0.011087,0.000591,0.00101,0.000233,0.002553,0.002513,0.001236,0.015544,0.000539,0.000441,0.000681,0.002434,0.000345,0.000177,0.001348,0.001033,0.000615,0.000931,0.000288,0.000245,0.001025,0.001135,3
0.048378,0,0.001099,0.19514,0,0.001237,0.000147,0,0.00011,0.15074,1.5e-05,0.003511,2e-06,0.005589,0.001467,3.7e-05,0.004185,0.004774,0,0.002462,0.13625,1e-06,0,0.000325,0.005825,3.7e-05,0.00017,2e-06,1e-06,0.19461,0.001186,0.14264,0.014073,0,1.9e-05,4e-05,1e-06,1.5e-05,0.63517,2e-06,0,0.002368,0.000285,0.003105,0.001974,0.000146,1e-06,0.049125,0,5
0.000663,0.001129,0.00014,0.004131,0.024696,0.000235,8.9e-05,0.035153,0.000141,0.001162,9.8e-05,0.000117,0.000107,0.000321,0.000197,0.005238,0.002608,0.00012,0.000996,0.000391,0.000435,0.024124,0.040378,0.000166,0.000272,9.1e-05,0.000119,0.028238,0.000165,0.001471,0.000226,0.000488,0.000491,0.023288,0.002235,8.9e-05,0.00013,6.4e-05,0.00276,0.000105,2.9e-05,0.000144,0.00012,0.000429,9.6e-05,0.000159,6.6e-05,0.000702,0.023094,13
0.000928,0.003654,0.00015,0.002572,0.016159,0.000342,8.6e-05,0.062902,0.000101,0.000566,0.000186,0.000143,0.00013,0.000589,0.000242,0.010546,0.000941,0.000149,0.003928,0.000463,0.001501,0.014975,0.07179,0.000233,0.000682,0.000108,0.000108,0.02636,0.00019,0.000752,0.000343,0.001439,0.000537,0.040915,0.001947,0.000126,0.000166,0.000161,0.001901,0.000136,4.8e-05,0.000415,0.000232,0.000628,0.000389,0.000142,5.7e-05,0.001098,0.042646,13
7.8e-05,0.005037,4e-06,0.000146,0.090806,5.7e-05,3.7e-05,0.20447,4e-05,8.1e-05,3.5e-05,5e-06,2.7e-05,1.9e-05,5e-06,0.001451,0.000426,6e-06,0.005891,8.8e-05,3.6e-05,0.083434,0.25877,2.1e-05,1.4e-05,1.1e-05,4.4e-05,0.019121,2.6e-05,0.000106,6.1e-05,6.5e-05,9.1e-05,0.026934,0.00061,7e-06,2.2e-05,2.4e-05,0.000155,2.1e-05,8e-06,1.9e-05,1.5e-05,0.000113,1.2e-05,5.5e-05,1.1e-05,8.6e-05,0.026565,10
3.3e-05,0.000218,5e-06,6e-05,0.013565,2.8e-05,3.7e-05,0.008756,0.000106,0.00011,5.7e-05,1e-05,8.1e-05,4.3e-05,9e-06,0.005567,0.000782,1.1e-05,0.000247,0.000159,6.3e-05,0.015103,0.010659,2.7e-05,4.4e-05,9e-06,3.8e-05,0.011816,0.000108,0.000143,3.2e-05,7e-05,0.000259,0.002519,0.001131,1e-05,9.5e-05,5.4e-05,0.000581,0.000105,7.7e-05,1.8e-05,2.5e-05,0.000224,1.5e-05,0.000174,8e-05,3.4e-05,0.002638,3
0.001144,0.00105,0.000256,0.000961,0.023744,0.000302,9.7e-05,0.014414,0.000163,0.000959,0.000252,0.000141,0.000166,0.001191,0.000328,0.013486,0.003981,0.000272,0.001305,0.000491,0.00123,0.013027,0.010949,0.000367,0.000887,0.000112,0.000205,0.019275,0.000198,0.000952,0.000291,0.002124,0.001911,0.007138,0.002234,6.3e-05,0.000172,0.000197,0.006711,0.000133,9.4e-05,0.000291,0.000323,0.000534,0.000191,0.000177,0.000106,0.00104,0.005255,3
0.000894,0.006294,4.8e-05,5.2e-05,0.030749,0.000744,7e-06,0.055471,1.1e-05,0.001297,1.5e-05,1.9e-05,1e-05,0.00041,4.9e-05,0.025871,0.001378,2.8e-05,0.00342,0.000671,0.001061,0.031992,0.058872,3.8e-05,0.000441,1.8e-05,9e-06,0.056857,1.4e-05,0.001041,0.00079,0.001117,0.000655,0.005362,0.00078,1.7e-05,1.4e-05,1.4e-05,0.003266,1.1e-05,3e-06,2.9e-05,3.2e-05,0.000671,2.2e-05,1.4e-05,3e-06,0.001025,0.00265,13
0.003092,0.000345,0.00019,0.001128,0.026527,0.000525,3.8e-05,0.008268,8.3e-05,0.003463,5e-05,0.000143,3.1e-05,0.000212,0.000343,0.013564,0.007598,0.000135,0.000363,0.004523,0.002663,0.028365,0.010268,0.000181,0.000262,6.2e-05,4.3e-05,0.016854,2.8e-05,0.004932,0.000558,0.00252,0.003907,0.009481,0.003807,6.3e-05,2.8e-05,5.4e-05,0.008392,3.8e-05,7e-06,0.000227,0.00018,0.005653,0.000216,0.000122,7e-06,0.003869,0.009174,3
0.000533,0.00038,6.6e-05,8e-05,0.032973,0.000104,6.3e-05,0.012113,4.6e-05,0.00094,8.5e-05,6.7e-05,3.5e-05,0.000834,0.000117,0.00492,0.002048,5.9e-05,0.000359,0.000266,0.000808,0.02852,0.013924,0.000132,0.001002,6.8e-05,6.1e-05,0.055497,6e-05,0.0012,9.4e-05,0.000812,0.000393,0.032004,0.001549,8.7e-05,5.8e-05,0.000103,0.002779,4.7e-05,1.4e-05,0.000115,0.000151,0.00033,0.000123,7.9e-05,1.4e-05,0.000654,0.02697,3
0.001479,0.000162,0.000624,1.9e-05,0.026097,0.000777,0.000162,0.011983,0.000375,0.002792,0.000186,0.000386,6.4e-05,0.001862,0.001126,0.005572,0.007205,0.000422,0.00016,0.002805,0.004806,0.025301,0.010867,0.000999,0.002163,0.000408,0.000156,0.015416,5.2e-05,0.003837,0.00087,0.004509,0.00218,0.01236,0.001872,0.000528,5.6e-05,0.000222,0.004091,8.3e-05,1.8e-05,0.001165,0.001097,0.004147,0.001213,0.000619,1.8e-05,0.001913,0.012805,3
0,0,0,0.48879,1e-06,0,0,1e-06,0,0,1e-06,0,0,0,0,0,0,0,0,0,0,1e-06,1e-06,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,0,0,0,19
