der_av_after_max_max,max_der_before_max_median,beats_count,max_der_before_max_max,stopFrame,logattacktime_min,temporal_centroid_median,max_der_before_max_mean,effective_duration_mean,effective_duration_median,max_to_total,spectral_skewness_var,startFrame,max_der_before_max_min,scvalleys_mean_5,barkbands_spread_max,scvalleys_var_0,beats_loudness_dmean2,temporal_decrease_median,der_av_after_max_mean,beats_loudness_min,temporal_skewness_max,beats_loudness_mean,logattacktime_median,average_loudness,duration,gfcc_var_0,temporal_spread_mean,effective_duration_max,spectral_rms_median,temporal_decrease_mean,logattacktime_max,logattacktime_mean,beats_loudness_var,effective_duration_min,temporal_centroid_min,temporal_spread_min,spectral_spread_min,spectral_spread_mean,beats_loudness_median,beats_loudness_dmean,beats_loudness_dvar2,spectral_strongpeak_mean,gfcc_max_1,tc_to_total,temporal_spread_max,beats_loudness_dvar,der_av_after_max_median,mfcc_max_1,Class
7.3e-05,0,1.7e-05,0.000402,0,8.5e-05,0.001017,0,0.00079,2.6e-05,0.001249,5.9e-05,0.001263,0.000121,2e-05,8e-06,1.4e-05,5.9e-05,0,8.3e-05,0.000104,0,0,0.000555,0.000134,0.000113,0.0012,2e-06,0.000443,2.8e-05,7.4e-05,0.000134,1.1e-05,0,2e-05,0.00012,0.000339,0.0011,3.2e-05,0.001357,0.000132,0.000362,0.0005,0.000108,0.000321,0.001039,0.000146,6.8e-05,0,3
2e-05,2.4e-05,3e-06,9.5e-05,9e-06,2.4e-05,0.006003,7e-06,0.00283,3.2e-05,0.003232,1.5e-05,0.00303,1.1e-05,6e-06,1.9e-05,1.8e-05,1.2e-05,2.4e-05,5.1e-05,6e-06,1.1e-05,9e-06,0.008927,1.4e-05,0.002144,0.005358,2.1e-05,0.002806,4.9e-05,2.4e-05,6e-06,1.7e-05,7e-06,9e-06,0.002943,0.003164,0.004106,6e-05,0.00423,0.000733,0.001272,0.010519,7.9e-05,0.001399,0.004935,0.000654,2.6e-05,8e-06,3
2.7e-05,0.000277,1.1e-05,0.001784,2e-05,0.000426,0.000422,6.4e-05,0.000145,1.3e-05,0.000115,3.1e-05,6.2e-05,3.3e-05,1.6e-05,6e-06,4e-06,3e-05,0.000321,0.000276,4.6e-05,2.1e-05,7.7e-05,0.002166,3.2e-05,0.000162,0.000415,1.2e-05,9.5e-05,1.5e-05,0.000447,4.4e-05,3e-06,3.3e-05,3e-06,0.000209,0.000103,0.000127,1.2e-05,7.7e-05,9.2e-05,0.000291,0.002254,0.000398,0.000295,0.000233,8.4e-05,3.4e-05,3.6e-05,3
0.00095,1e-06,0.000216,1.2e-05,0.000168,0.000299,1.8e-05,0.00012,8e-05,0.000379,2.4e-05,0.000308,8e-06,0.000943,0.000394,0.000432,0.000371,0.000262,1e-06,0.000411,0.001548,0.000154,0.0001,0.000774,0.001151,4.9e-05,1.6e-05,0.000329,3.3e-05,0.000558,0.000331,0.001489,0.000385,0.000164,0.000103,6.5e-05,3.6e-05,2.8e-05,0.000985,1e-05,7e-06,0.000158,0.000889,0.000587,0.000168,0.000136,6e-06,0.001222,0.000158,3
0.000338,2e-06,0.000229,5e-06,7.5e-05,0.000162,3.8e-05,4.3e-05,0.000216,0.000131,0.000124,0.000278,6.5e-05,0.000528,0.000393,6e-05,5.8e-05,0.000247,2e-06,0.000163,0.001949,7.4e-05,3.6e-05,0.001587,0.000592,0.000157,4.2e-05,9.3e-05,8.7e-05,0.000163,0.000166,0.001889,6e-05,6.7e-05,2.8e-05,0.000179,8.7e-05,0.000148,0.000167,7.3e-05,3.4e-05,0.001034,0.001436,0.000224,0.000978,0.000327,3.7e-05,0.000391,5.4e-05,3
0.000392,1.4e-05,0.000356,1.7e-05,0,0.000553,0.000777,3e-06,0.000699,9e-06,0.001228,0.002106,0.000213,0.00383,0.000666,0,0,0.001751,1.7e-05,2.4e-05,0.001529,0,3e-06,0.000735,0.004836,0.000584,0.000702,1e-06,0.000225,1.4e-05,0.000648,0.001384,1e-06,0,0,0.00079,0.000247,0.001537,1.6e-05,0.000292,0.000131,0.002591,0.000856,3.6e-05,0.002811,0.001201,0.000119,0.000519,0,3
0.001023,0,0.000376,9e-06,6.9e-05,0.000181,0.00015,4.4e-05,0.000255,6e-05,0.0003,0.000382,0.000185,0.003045,0.000627,7.5e-05,0.000195,0.000338,0,0.000206,0.001161,6.2e-05,4.5e-05,0.000604,0.003582,0.000151,0.000179,0.000106,0.000102,7.8e-05,0.000196,0.001237,0.000246,5e-05,3.2e-05,0.000174,9.7e-05,0.000296,0.000262,0.000196,1.9e-05,0.000723,0.00053,0.000299,0.000701,0.000375,1.8e-05,0.001291,4.4e-05,3
0.001922,1e-06,0.000658,2.8e-05,0.000157,0.000505,2.4e-05,0.000102,5.2e-05,0.000139,3.1e-05,0.001419,2.1e-05,0.001761,0.001233,0.000182,0.000397,0.001181,1e-06,0.00023,0.003241,0.000187,0.000134,0.001173,0.002212,0.000134,2.1e-05,0.000341,1.6e-05,0.000199,0.000584,0.002954,0.000258,5.4e-05,0.000125,0.00018,1.8e-05,3.9e-05,0.001053,2.8e-05,1e-06,0.00058,0.001361,0.000336,0.000626,9e-05,1e-06,0.002515,5.8e-05,3
0.000145,0,0.000136,4.2e-05,3e-06,0.000338,0.000499,1e-06,0.002768,0.0001,0.000383,0.000328,0.000648,0.000239,0.000179,1.7e-05,1.9e-05,0.000375,0,0.000389,0.000141,2e-06,0,0.009216,0.000216,0.008705,0.000722,1.9e-05,0.001225,8e-05,0.000226,0.000151,2e-05,5e-06,8e-06,0.006507,0.000694,0.000302,0.00013,0.000457,0.000257,0.000994,0.006097,0.000349,0.000855,0.003608,0.000452,0.000132,3e-06,3
0.002755,0,0.000484,1e-06,2.7e-05,0.000472,2e-05,6e-06,0.000143,0.000884,7.7e-05,0.000726,1.5e-05,0.002167,0.000471,7.7e-05,0.000122,0.001223,0,0.000403,0.001441,1.7e-05,6e-06,0.000466,0.00139,0.000162,3.6e-05,6.4e-05,2e-06,0.000619,0.000299,0.002423,3.8e-05,3.7e-05,1.7e-05,0.000108,1e-06,4.7e-05,0.000786,1e-05,0,0.00064,0.000271,0.000298,0.000357,0.000122,0,0.001897,2.1e-05,3
0.000275,0,7e-05,0,2e-06,0.000248,0.000963,1e-06,0.000539,8e-05,0.002874,0.000302,0.000909,0.000343,6.9e-05,4.5e-05,1.5e-05,0.000477,0,0.000449,0.000166,2e-06,1e-06,0.000333,0.000233,0.004893,0.001281,3e-06,0.000475,7.5e-05,0.000155,0.000322,5e-06,1e-06,1.5e-05,0.004667,0.000359,0.002356,1.3e-05,0.000836,0.000202,0.000844,0.000258,0.000313,0.000556,0.00063,0.000261,0.000242,1e-06,3
0.000366,0,0.000396,0,1.2e-05,0.000139,0.000382,6e-06,0.000554,4.1e-05,0.00078,0.000604,0.000578,8.2e-05,0.00043,1.5e-05,1.2e-05,0.000684,0,5.5e-05,0.000109,7e-06,4e-06,0.00026,6e-05,0.002901,0.000413,1e-05,0.000609,3.6e-05,0.000113,0.000128,1.1e-05,7e-06,2.7e-05,0.001318,0.000219,0.000808,1.6e-05,0.000743,4.7e-05,0.000158,0.000186,6.2e-05,0.000101,0.00083,0.000129,0.000255,3e-06,3
0.000153,2e-06,6.4e-05,2e-06,0.000218,0.000272,4.5e-05,5e-05,2.1e-05,6.3e-05,1.7e-05,6.1e-05,2.6e-05,0.00035,0.000102,6.4e-05,0.000277,5.9e-05,2e-06,9e-05,0.000331,0.000213,5.6e-05,0.000116,0.000362,5.1e-05,4.7e-05,9.3e-05,4.7e-05,8e-05,0.000259,0.00039,9.6e-05,6.9e-05,6.6e-05,6.3e-05,4.6e-05,1.9e-05,0.000334,3.1e-05,9e-06,0.000131,0.000115,0.000111,0.000129,3.4e-05,1e-05,0.000159,6.6e-05,3
0.000594,2e-06,3e-05,5.5e-05,0.000491,9.7e-05,2.4e-05,0.000112,7e-05,0.000107,5.7e-05,2.7e-05,1.8e-05,0.000101,5.2e-05,4.9e-05,0.000601,2.7e-05,3e-06,6.2e-05,0.000418,0.000506,0.000123,0.000153,0.000115,7.1e-05,2.5e-05,0.00011,3.4e-05,0.000127,9.2e-05,0.000432,0.000168,0.000119,0.000257,8.5e-05,3.5e-05,6.3e-05,0.001013,2.2e-05,1e-05,0.000131,0.000159,7.8e-05,0.00012,0.000106,1e-05,0.000754,0.000125,3
1e-05,0,3e-06,6.9e-05,0,1e-06,6.2e-05,0,5.1e-05,1e-06,0.000279,4e-06,0.000426,1.3e-05,4e-06,1e-06,1e-06,6e-06,0,1e-06,0.00018,0,0,2.5e-05,1e-05,2.5e-05,6e-05,0,0.006248,2e-06,1e-06,0.000214,0,0,0,2.6e-05,0.006547,0.000338,2e-06,0.000576,0.11205,2.2e-05,2e-05,2e-06,1.7e-05,8.3e-05,0.10777,1e-05,0,3
0.001011,0,2e-05,0.000323,0,4.2e-05,0.000315,0,0.000346,1.6e-05,0.000226,4e-05,6.1e-05,3.2e-05,2.3e-05,1e-06,2e-06,4.9e-05,0,2.4e-05,0.000695,0,0,0.000326,2.2e-05,0.000249,0.000297,1e-06,0.000526,1.3e-05,2.8e-05,0.001184,3e-06,0,1e-06,0.000284,0.000422,0.000279,1.5e-05,7.5e-05,0.007325,0.000228,0.000288,2.1e-05,0.000191,0.00049,0.008524,0.00069,0,3
0.000412,0,0.000451,8.2e-05,3.3e-05,0.000706,0.000163,1.1e-05,0.000439,0.001774,0.000117,0.000741,1.1e-05,0.002319,0.000395,0.000191,0.000398,0.001305,0,0.001144,0.00127,2.1e-05,8e-06,0.001271,0.00137,0.000811,0.000304,0.000398,0.000394,0.001305,0.000424,0.002394,0.000269,6.5e-05,0.000154,0.000529,0.000274,7.2e-05,0.000721,8e-06,5.3e-05,0.000974,0.000677,0.000943,0.000514,0.00036,0.000103,0.000426,3.6e-05,3
0.00141,1e-06,0.000405,1.5e-05,0.000105,0.000382,1.5e-05,4.8e-05,4.5e-05,0.001056,1e-05,0.000591,3e-06,0.002573,0.000388,0.000183,0.000214,0.000966,1e-06,0.000879,0.002693,6.7e-05,3.9e-05,0.000338,0.001663,7.4e-05,2.7e-05,0.000161,1e-06,0.000777,0.000244,0.004814,0.000189,7.2e-05,7.7e-05,8.7e-05,0,6e-06,0.001381,2e-06,1e-06,0.000579,0.000273,0.000662,0.000348,4.4e-05,1e-06,0.000942,4.1e-05,3
0.001006,0,0.000446,0,2e-06,0.000129,0.002381,1e-06,0.001315,0.000103,0.00456,0.000275,0.005261,0.000179,0.000345,1.3e-05,1.7e-05,0.000327,0,0.00025,0.000166,1e-06,1e-06,0.000699,0.000156,0.001647,0.003435,1e-06,0.002759,0.000103,9.4e-05,0.000264,1.2e-05,2e-06,1.6e-05,0.001089,0.002282,0.003789,1e-05,0.004765,0.000428,0.000367,0.000493,0.000205,0.000225,0.00124,0.000654,0.000994,1e-06,3
0.000473,0,0.000189,4.4e-05,0,0.000387,1e-06,1e-06,4e-06,0.000327,3e-06,0.0001,0,0.000456,0.000305,2.8e-05,0.000985,8.7e-05,0,0.000709,0.000338,0,1e-06,7.3e-05,0.000175,2.3e-05,2e-06,4e-06,2e-06,0.000382,0.000417,0.000682,0.000144,0,3.4e-05,2.7e-05,2e-06,1e-06,0.000389,0,2.2e-05,0.000433,7.5e-05,0.000988,0.00025,4e-06,2.5e-05,0.0006,0,3
0.000871,0,0.002098,0.002029,3e-06,0.000492,0.001955,1e-06,0.001665,0.000502,0.00289,0.001365,0.002913,0.002748,0.003497,4.3e-05,6.3e-05,0.00146,0,0.00059,0.001543,3e-06,1e-06,0.004203,0.002681,0.002447,0.002195,2.5e-05,0.001199,0.000731,0.000474,0.001715,0.000474,3e-06,3.8e-05,0.002812,0.001015,0.002776,0.001661,0.003403,0.000162,0.004513,0.004519,0.000811,0.003678,0.002503,0.000173,0.000945,3e-06,3
0.000771,0,0.000128,0.001201,7e-06,0.00017,0.001744,4e-06,0.003396,0.000709,0.001867,0.001348,0.004238,0.000228,0.00021,4.8e-05,0.000128,0.001158,0,0.00079,0.00034,8e-06,5e-06,0.001962,0.00026,0.004105,0.001618,9e-06,0.001407,0.001056,0.000172,0.00034,0.000416,2e-06,6.9e-05,0.00535,0.00148,0.002323,0.001164,0.005809,0.000758,0.001767,0.001887,0.001172,0.001684,0.005624,0.000685,0.00094,2e-06,3
9.9e-05,1e-06,9.2e-05,0.034212,7.8e-05,6e-06,0.002066,4.8e-05,0.000991,8e-06,0.00601,5.9e-05,0.0078,6.7e-05,9e-05,2.4e-05,1.1e-05,9.4e-05,1e-06,1.3e-05,3.6e-05,5e-05,2.8e-05,0.00953,4.6e-05,0.001259,0.003356,5.6e-05,0.007064,6e-06,3e-06,6.3e-05,8e-06,3.9e-05,3e-06,0.000936,0.004361,0.004194,2.3e-05,0.00596,0.003711,0.000642,0.005746,8e-06,0.000342,0.000927,0.006019,6.6e-05,2.4e-05,3
8e-05,0,5.2e-05,2e-06,6e-06,4.5e-05,0.000781,9e-06,0.000338,8.8e-05,0.000648,0.000328,0.000671,0.000335,9.1e-05,2.9e-05,3.2e-05,0.000283,0,8.6e-05,0.001187,7e-06,1.1e-05,0.000614,0.000409,0.000376,0.000744,3e-06,0.000332,0.000124,4.8e-05,0.00111,0.000184,1e-06,1.7e-05,0.000486,0.00036,0.000783,0.000795,0.000886,0.000189,0.000552,0.000679,0.000121,0.000576,0.000548,0.000176,9.8e-05,1e-06,3
0.000134,0,0.000155,0,0,0.000148,4e-06,0,7e-06,0.001008,1.4e-05,4.5e-05,3.3e-05,0.000224,0.000261,1.8e-05,0.00091,4.3e-05,0,0.000316,0.000116,0,0,5.7e-05,0.00026,2.7e-05,4e-06,2.7e-05,1e-06,0.001399,0.000158,0.000118,0.000224,0,3.9e-05,3.5e-05,1e-06,1.6e-05,0.000298,3.4e-05,3e-06,6.8e-05,6.1e-05,0.000397,7e-05,1.1e-05,3e-06,0.000138,0,3
0.000176,0,0.00029,0,1.1e-05,0.000222,5.6e-05,1e-06,8.5e-05,0.000143,5.3e-05,0.000327,0.000277,0.001013,0.000534,0.00019,0.000788,0.000277,0,0.000139,0.001092,1e-05,1e-06,0.00037,0.001255,0.000127,5.3e-05,0.000123,3.6e-05,0.000205,0.000254,0.001013,0.000248,5e-06,9.6e-05,0.000169,3.8e-05,6e-05,0.000253,0.000338,2e-05,0.000716,0.00042,0.000203,0.000761,0.000141,2.1e-05,0.000225,5e-06,3
6e-06,0,1.1e-05,0,1e-06,3e-06,0.000344,1e-06,0.000528,4e-06,0.000964,9e-06,0.001682,3.2e-05,1.5e-05,6e-06,4e-06,1.3e-05,0,5e-06,3.6e-05,1e-06,1e-06,7.8e-05,3.3e-05,0.000288,0.000458,0,0.000628,5e-06,2e-06,4.6e-05,2e-06,0,3e-06,0.000266,0.000572,0.001057,1.2e-05,0.001715,0.00013,8e-05,5.7e-05,5e-06,5.2e-05,0.000538,0.000151,6e-06,0,3
0.000491,0,0.000177,0,7e-06,6.4e-05,7.7e-05,0,0.000209,0.000584,0.000534,0.000271,0.000347,0.001044,0.000307,0.000397,0.00037,0.000236,0,0.000352,0.000551,7e-06,0,0.000932,0.001199,0.000289,7.9e-05,0.000275,1.6e-05,0.000746,6.1e-05,0.000528,0.000188,5e-06,0.000157,0.000359,1.6e-05,0.000587,0.000432,0.000377,5.4e-05,0.001104,0.000997,0.000405,0.001139,0.000326,6.2e-05,0.000595,5e-06,3
1.8e-05,0,0.000227,9e-06,1e-06,2.3e-05,0.000227,1e-06,0.000581,4e-05,0.000136,0.000261,0.00099,0.000116,0.000407,1e-06,1e-06,0.000272,0,4.2e-05,3.2e-05,1e-06,1e-06,0.000399,0.000119,0.000223,0.000246,0,0.000106,4.9e-05,2.2e-05,3.6e-05,7e-06,0,0,0.000244,9.7e-05,0.000155,0.000224,0.001225,2.2e-05,0.000244,0.000362,5e-05,0.000213,0.000815,2.6e-05,1.9e-05,0,3
9e-05,3.9e-05,9e-06,0.001951,1e-06,2.2e-05,0.000198,5e-06,2e-05,3.9e-05,0.000277,2e-05,0.000824,5.8e-05,1.7e-05,2.6e-05,1.9e-05,1.6e-05,2.9e-05,2.9e-05,6.3e-05,1e-06,6e-06,0.000153,7.4e-05,5.5e-05,0.000178,6e-06,0.001604,5.9e-05,2.6e-05,5.7e-05,1.7e-05,2e-06,1.1e-05,7.5e-05,0.001723,0.00035,6.1e-05,0.001115,0.000183,5.6e-05,0.00018,4.3e-05,6.1e-05,3.4e-05,0.000163,0.000121,2e-06,3
0.000582,0,0.00051,9.1e-05,5.3e-05,0.000194,1.4e-05,3.9e-05,7.8e-05,7.4e-05,3e-05,0.001364,4.1e-05,0.002482,0.000733,0.000109,7e-05,0.001495,0,0.000153,0.001525,4.6e-05,3e-05,0.000641,0.002387,0.000355,1.7e-05,7.3e-05,0.000466,8.4e-05,0.000169,0.001818,7.7e-05,8.6e-05,1.5e-05,0.000364,0.000344,2.9e-05,0.000332,4.2e-05,1e-05,0.001372,0.000565,0.000176,0.001133,0.000102,1.2e-05,0.000579,5.6e-05,3
0.000493,0,0.000222,1.8e-05,0.000153,9.9e-05,2e-05,5.6e-05,2.4e-05,0.000228,7e-06,0.000418,2e-05,0.000968,0.000399,0.000131,0.000143,0.000374,0,0.00027,0.000832,0.000137,4.7e-05,0.000276,0.000964,8e-05,2.2e-05,0.000113,0.000115,0.000278,9.7e-05,0.000994,0.000151,0.000163,6e-05,9.9e-05,9e-05,8e-06,0.000569,2.1e-05,2e-06,0.000807,0.000269,0.000343,0.00074,3.9e-05,1e-06,0.000519,0.000135,3
0.000179,3.5e-05,6e-06,0.005636,0,1.2e-05,0.000163,6e-06,8.8e-05,3e-06,0.000283,1.8e-05,0.000455,8e-06,1.1e-05,1e-06,1e-06,1.6e-05,4.1e-05,7e-06,2.9e-05,0,4e-06,5.1e-05,9e-06,9.9e-05,0.000149,1e-06,0.000301,4e-06,1.3e-05,2.7e-05,1e-06,0,0,0.00013,0.000342,0.000316,5e-06,0.000551,7.3e-05,4.1e-05,5.7e-05,1.1e-05,4.4e-05,0.000143,6.9e-05,0.000194,0,3
7e-06,0.000162,9e-06,0.000314,0,2e-06,7e-05,3e-06,1.8e-05,1e-06,0.000106,1.5e-05,0.000102,1.8e-05,1.4e-05,0,0,1.6e-05,0.00014,3e-06,1.2e-05,0,3e-06,9e-05,1.8e-05,8.8e-05,7.1e-05,0,0.000306,1e-06,2e-06,1.2e-05,0,0,0,0.000105,0.000291,0.00012,2e-06,0.00012,3.2e-05,3.6e-05,8e-05,4e-06,3.1e-05,2.8e-05,3.4e-05,8e-06,0,3
0.000178,3e-06,9.9e-05,0.001429,0,3.4e-05,0.000494,1e-06,6.5e-05,2.1e-05,0.000202,0.000157,0.000358,0.000431,0.000179,0,9e-06,0.000151,3e-06,1.3e-05,0.000584,0,1e-06,9.3e-05,0.000417,7.8e-05,0.000472,0,0.004224,3.1e-05,3.9e-05,0.000596,1.8e-05,0,1e-06,0.000105,0.003834,0.00023,7.5e-05,0.000479,0.000216,0.00027,0.000101,1.9e-05,0.000264,9.3e-05,0.000212,0.000216,0,3
7.1e-05,1.5e-05,0.000249,1.9e-05,5e-06,3.3e-05,0.000991,1.8e-05,0.000584,0.00012,0.002952,0.000231,0.002953,0.000101,0.000396,4e-06,3e-06,0.000234,1.4e-05,0.000102,0.000222,4e-06,1.8e-05,0.000528,0.000102,0.001835,0.001236,3e-06,0.008369,0.000148,3.7e-05,0.000248,3e-06,2e-06,1.2e-05,0.002036,0.007287,0.003349,1.1e-05,0.00346,0.000284,0.000308,0.000508,0.000118,0.000254,0.00081,0.000348,7.3e-05,2e-06,3
2.8e-05,1e-06,3.4e-05,8.5e-05,0,8e-06,0.001522,2e-06,0.000358,1.3e-05,0.001995,2.7e-05,0.002284,3.2e-05,3.3e-05,4e-06,2e-06,4.6e-05,1e-06,6.6e-05,9e-05,0,2e-06,0.00038,2e-05,0.000661,0.002008,1e-06,0.00116,1.2e-05,8e-06,0.000132,3e-06,0,5e-06,0.000539,0.000911,0.001746,2.5e-05,0.002174,3.9e-05,0.000128,0.000292,5.9e-05,5.8e-05,0.000366,4.8e-05,1.9e-05,0,3
1e-05,4.2e-05,1e-06,0.001134,1.9e-05,7e-06,3.3e-05,1e-05,5e-06,5.4e-05,5.5e-05,2e-06,0.000127,4e-06,2e-06,0.000264,0.00023,2e-06,4.5e-05,6.9e-05,3e-06,2.1e-05,1.3e-05,9e-06,4e-06,4e-06,3.3e-05,5.5e-05,0.000836,7.7e-05,8e-06,3e-06,0.000136,2e-05,0.000173,5e-06,0.00076,5.3e-05,0.000613,0.000151,2.7e-05,1.4e-05,1.1e-05,9.4e-05,1.4e-05,6e-06,3.2e-05,1e-05,2.2e-05,3
0.000655,3.3e-05,0.000219,0.000126,2.4e-05,0.000225,9.6e-05,1.9e-05,6.6e-05,4.3e-05,2.5e-05,9.3e-05,0.000262,0.00061,0.000414,0.000155,8.8e-05,7.7e-05,2.2e-05,0.000186,0.001441,2.9e-05,2.1e-05,0.00016,0.000776,0.000144,8.7e-05,0.000129,0.000676,6.4e-05,0.000265,0.001297,4.7e-05,9e-06,0.000118,0.000196,0.000758,3.1e-05,9e-05,0.000363,3e-05,0.000154,0.000188,0.000287,0.000168,0.000114,2.7e-05,0.000875,1e-05,3
0.001637,0,0.002749,0.000381,2.3e-05,0.000345,8.6e-05,4e-05,0.00011,0.000333,1.1e-05,0.000653,2.4e-05,0.010901,0.0027,0.000245,0.001124,0.001026,0,0.000717,0.001557,1.4e-05,4.7e-05,0.001272,0.00705,0.000228,0.00013,6e-05,4.4e-05,0.000259,0.000188,0.002747,0.002506,2e-06,0.000237,0.000159,3.1e-05,8e-06,0.002623,1.8e-05,0,0.001072,0.000774,0.000562,0.000611,9.8e-05,1e-06,0.001106,2e-06,3
0.006831,0,0.002323,0.001523,0.000125,0.00231,3.6e-05,2.8e-05,0.000151,0.00478,2e-05,0.002075,8.3e-05,0.006676,0.002973,0.001152,0.001087,0.002809,0,0.003299,0.003156,0.000101,2.7e-05,0.000452,0.005166,0.000325,4.1e-05,0.000876,0.000167,0.005843,0.001459,0.003951,0.000838,1.4e-05,0.000778,0.000262,0.000128,1.9e-05,0.017605,8.9e-05,9e-06,0.001167,0.000362,0.004583,0.000868,0.000155,1e-05,0.006036,1.4e-05,3
0.000309,0,4.7e-05,0.006849,8e-06,0.00058,6e-06,1.7e-05,2e-06,0.000318,2e-06,0.000239,1e-06,0.000318,7.6e-05,4.2e-05,0.000126,0.000238,0,0.001397,0.000272,8e-06,1.8e-05,8.7e-05,0.000387,1.2e-05,7e-06,0.000202,4.7e-05,0.000449,0.000659,0.000285,0.000648,1e-06,5.8e-05,1.3e-05,5e-05,2e-06,0.001248,1e-06,0,6e-05,7.6e-05,0.0021,4.5e-05,3e-06,0,0.000384,1e-06,3
1e-05,0,4e-06,0.001322,3.1e-05,2e-06,0.000418,1.5e-05,0.0001,8e-06,9.2e-05,7e-06,0.003496,9e-06,5e-06,1.1e-05,1e-06,8e-06,0,2e-06,2.4e-05,2.9e-05,1.5e-05,7e-05,5e-06,7.6e-05,0.000522,7.4e-05,0.039719,6e-06,1e-06,2.6e-05,0,1.5e-05,2e-06,9.1e-05,0.032782,0.000115,4e-06,0.003235,0.000148,5.3e-05,3.8e-05,1e-06,2.3e-05,0.000154,0.000185,1.1e-05,1.4e-05,3
6e-06,0,2e-06,1e-06,0.000135,4e-06,0.000338,3.4e-05,4e-06,2e-06,2.6e-05,1e-06,0.000241,8e-06,2e-06,2.9e-05,9e-06,1e-06,0,6e-06,5e-06,0.000146,3.9e-05,1.1e-05,6e-06,3e-06,0.000337,0.000134,0.001049,2e-06,3e-06,9e-06,1.4e-05,5e-05,6e-06,3e-06,0.000888,2.4e-05,1.3e-05,0.000274,3.9e-05,1.6e-05,9e-06,6e-06,9e-06,5e-06,4.1e-05,5e-06,5.2e-05,3
0.000205,2e-06,8.8e-05,0.000869,1.3e-05,2.1e-05,0.005232,2.2e-05,0.0033,2.3e-05,0.00951,0.000122,0.006866,0.000118,0.000131,1.1e-05,7e-06,0.000122,2e-06,5.8e-05,9.9e-05,1.5e-05,2.7e-05,0.001291,0.000118,0.001989,0.005362,5e-06,0.014635,3.1e-05,2.1e-05,0.000109,9e-06,4e-06,4e-06,0.002234,0.013992,0.010927,2.1e-05,0.008554,0.00119,0.000611,0.00121,7.6e-05,0.000568,0.005048,0.001163,0.000241,4e-06,3
0.000165,0,0.000201,0.000271,4e-06,1.5e-05,4.6e-05,0,0.000155,4.4e-05,0.000128,0.00023,0.000194,0.000562,0.000267,5.8e-05,3.2e-05,0.000307,0,8.1e-05,0.000243,4e-06,0,0.000865,0.000613,0.00077,6.3e-05,0.000129,0.000143,4.1e-05,1.1e-05,0.000288,1.2e-05,2.3e-05,3.8e-05,0.000703,0.000115,0.000158,6.9e-05,0.000218,6e-06,0.001562,0.000804,7.7e-05,0.00125,0.000178,6e-06,0.000146,1.8e-05,3
0.000155,0,0.000333,0,6e-06,2.7e-05,2.8e-05,0,7e-05,5.9e-05,4.8e-05,0.000711,0.000184,0.00025,0.000423,0.000164,2.5e-05,0.000841,0,0.000156,0.000527,6e-06,0,0.001079,0.000212,0.000583,3.8e-05,0.000198,0.001264,6.3e-05,1e-05,0.000723,7e-05,5e-05,3.8e-05,0.00057,0.000704,5e-05,0.000164,0.000126,7e-06,0.001364,0.000982,0.000149,0.001062,9.3e-05,1.1e-05,0.000169,3.3e-05,3
0.000202,0,2.7e-05,0.000552,0,7e-06,0.000397,0,0.000226,3e-06,0.000178,3.7e-05,0.003323,0.000124,2.9e-05,1e-06,2e-06,5.6e-05,0,2e-06,3.1e-05,0,0,0.00021,8e-05,0.000246,0.000514,1e-06,0.028928,3e-06,5e-06,5.3e-05,2e-06,0,1e-06,0.000194,0.023354,0.000165,6e-06,0.003689,3.7e-05,0.000216,0.000148,3e-06,0.000136,0.000233,3.9e-05,0.000245,0,3
0.005844,0,0.000105,6.8e-05,1e-06,0.000707,0.009478,0,5.3e-05,0.000148,0.000182,5.9e-05,0.010698,8e-05,0.000111,7e-06,1.4e-05,7.8e-05,0,0.000286,0.000171,1e-06,0,0.000102,6.9e-05,0.000549,0.013801,4e-06,0.053475,0.000116,0.000447,0.000248,1.9e-05,1e-06,4e-06,0.000382,0.040562,0.000142,0.000127,0.009484,6.1e-05,0.000265,8.9e-05,0.000225,0.000182,6.7e-05,7.5e-05,0.004548,0,3
0.001968,1e-06,0.000226,1e-06,0.000116,0.000575,9e-06,3.5e-05,2.8e-05,0.001348,1.1e-05,0.00015,8e-06,0.000855,0.000284,0.000219,0.000346,0.000172,0,0.000867,0.00335,8.3e-05,3e-05,9.5e-05,0.000669,3.2e-05,1e-05,0.000289,0.000338,0.001461,0.000431,0.0042,0.000368,0.000107,0.000142,3.2e-05,0.000344,1e-05,0.001575,1e-05,0,0.000293,8.3e-05,0.000968,0.000234,3.5e-05,0,0.001621,7.7e-05,3
0.001085,5e-06,0.000183,0.000357,0.000174,0.000328,5.4e-05,0.000132,0.000159,0.001166,0.000188,0.000211,0.000126,0.000939,0.000227,0.001027,0.000581,0.000233,3e-06,0.000821,0.000475,0.000101,0.000129,0.000402,0.000786,0.000169,8.8e-05,0.000338,0.000134,0.001256,0.00027,0.000627,0.00051,0.000147,0.000456,0.000154,9.9e-05,0.00014,0.001367,0.000118,0.000308,0.001033,0.000298,0.000909,0.000769,0.000174,0.00035,0.000975,0.000116,3
