average_loudness
frequency_bands_mean_8
frequency_bands_mean_9
frequency_bands_median_0
frequency_bands_median_1
frequency_bands_median_10
frequency_bands_median_11
frequency_bands_median_12
frequency_bands_median_13
frequency_bands_median_14
frequency_bands_median_15
frequency_bands_median_16
frequency_bands_median_17
frequency_bands_median_18
frequency_bands_median_19
frequency_bands_median_2
frequency_bands_median_20
frequency_bands_median_21
frequency_bands_median_22
frequency_bands_median_23
frequency_bands_median_24
frequency_bands_median_25
frequency_bands_median_26
frequency_bands_median_27
frequency_bands_median_3
frequency_bands_median_4
frequency_bands_median_5
frequency_bands_median_6
frequency_bands_median_7
frequency_bands_median_8
frequency_bands_median_9
frequency_bands_min_0
frequency_bands_min_1
frequency_bands_min_10
frequency_bands_min_11
frequency_bands_min_12
frequency_bands_min_13
frequency_bands_min_14
frequency_bands_min_15
frequency_bands_min_16
frequency_bands_min_17
frequency_bands_min_18
frequency_bands_min_19
frequency_bands_min_2
frequency_bands_min_20
frequency_bands_min_21
frequency_bands_min_22
frequency_bands_min_23
frequency_bands_min_24
frequency_bands_min_25
frequency_bands_min_26
frequency_bands_min_27
frequency_bands_min_3
frequency_bands_min_4
frequency_bands_min_5
frequency_bands_min_6
frequency_bands_min_7
frequency_bands_min_8
frequency_bands_min_9
frequency_bands_var_0
frequency_bands_var_1
frequency_bands_var_10
frequency_bands_var_11
frequency_bands_var_12
frequency_bands_var_13
frequency_bands_var_14
frequency_bands_var_15
frequency_bands_var_16
frequency_bands_var_17
frequency_bands_var_18
frequency_bands_var_19
frequency_bands_var_2
frequency_bands_var_20
frequency_bands_var_21
frequency_bands_var_22
frequency_bands_var_23
frequency_bands_var_24
frequency_bands_var_25
frequency_bands_var_26
frequency_bands_var_27
frequency_bands_var_3
frequency_bands_var_4
frequency_bands_var_5
frequency_bands_var_6
frequency_bands_var_7
frequency_bands_var_8
frequency_bands_var_9
gfcc_dmean_0
gfcc_dmean_1
gfcc_dmean_10
gfcc_dmean_11
gfcc_dmean_12
gfcc_dmean_2
gfcc_dmean_3
gfcc_dmean_4
gfcc_dmean_5
gfcc_dmean_6
gfcc_dmean_7
gfcc_dmean_8
gfcc_dmean_9
gfcc_dmean2_0
gfcc_dmean2_1
gfcc_dmean2_10
gfcc_dmean2_11
gfcc_dmean2_12
gfcc_dmean2_2
gfcc_dmean2_3
gfcc_dmean2_4
gfcc_dmean2_5
gfcc_dmean2_6
gfcc_dmean2_7
gfcc_dmean2_8
gfcc_dmean2_9
gfcc_dvar_0
gfcc_dvar_1
gfcc_dvar_10
gfcc_dvar_11
gfcc_dvar_12
gfcc_dvar_2
gfcc_dvar_3
gfcc_dvar_4
gfcc_dvar_5
gfcc_dvar_6
gfcc_dvar_7
gfcc_dvar_8
gfcc_dvar_9
gfcc_dvar2_0
gfcc_dvar2_1
gfcc_dvar2_10
gfcc_dvar2_11
gfcc_dvar2_12
gfcc_dvar2_2
gfcc_dvar2_3
gfcc_dvar2_4
gfcc_dvar2_5
gfcc_dvar2_6
gfcc_dvar2_7
gfcc_dvar2_8
gfcc_dvar2_9
gfcc_max_0
gfcc_max_1
gfcc_max_10
gfcc_max_11
gfcc_max_12
gfcc_max_2
gfcc_max_3
gfcc_max_4
gfcc_max_5
gfcc_max_6
gfcc_max_7
gfcc_max_8
gfcc_max_9
gfcc_mean_0
gfcc_mean_1
gfcc_mean_10
gfcc_mean_11
gfcc_mean_12
gfcc_mean_2
gfcc_mean_3
gfcc_mean_4
gfcc_mean_5
gfcc_mean_6
gfcc_mean_7
gfcc_mean_8
gfcc_mean_9
gfcc_median_0
gfcc_median_1
gfcc_median_10
gfcc_median_11
gfcc_median_12
gfcc_median_2
gfcc_median_3
gfcc_median_4
gfcc_median_5
gfcc_median_6
gfcc_median_7
gfcc_median_8
gfcc_median_9
gfcc_min_0
gfcc_min_1
gfcc_min_10
gfcc_min_11
gfcc_min_12
gfcc_min_2
gfcc_min_3
gfcc_min_4
gfcc_min_5
gfcc_min_6
gfcc_min_7
gfcc_min_8
gfcc_min_9
gfcc_var_0
gfcc_var_1
gfcc_var_10
gfcc_var_11
gfcc_var_12
gfcc_var_2
gfcc_var_3
gfcc_var_4
gfcc_var_5
gfcc_var_6
gfcc_var_7
gfcc_var_8
gfcc_var_9
hfc_dmean
hfc_dmean2
hfc_dvar
hfc_dvar2
hfc_max
hfc_mean
hfc_median
hfc_min
hfc_var
inharmonicity_dmean
inharmonicity_dmean2
inharmonicity_dvar
inharmonicity_dvar2
inharmonicity_max
inharmonicity_mean
inharmonicity_median
inharmonicity_min
inharmonicity_var
logattacktime_max
logattacktime_mean
logattacktime_median
logattacktime_min
max_der_before_max_max
max_der_before_max_mean
max_der_before_max_median
max_der_before_max_min
max_to_total
mfcc_dmean_0
mfcc_dmean_1
mfcc_dmean_10
mfcc_dmean_11
mfcc_dmean_12
mfcc_dmean_2
mfcc_dmean_3
mfcc_dmean_4
mfcc_dmean_5
mfcc_dmean_6
mfcc_dmean_7
mfcc_dmean_8
mfcc_dmean_9
mfcc_dmean2_0
mfcc_dmean2_1
mfcc_dmean2_10
mfcc_dmean2_11
mfcc_dmean2_12
mfcc_dmean2_2
mfcc_dmean2_3
mfcc_dmean2_4
mfcc_dmean2_5
mfcc_dmean2_6
mfcc_dmean2_7
mfcc_dmean2_8
mfcc_dmean2_9
mfcc_dvar_0
mfcc_dvar_1
mfcc_dvar_10
mfcc_dvar_11
mfcc_dvar_12
mfcc_dvar_2
mfcc_dvar_3
mfcc_dvar_4
mfcc_dvar_5
mfcc_dvar_6
mfcc_dvar_7
mfcc_dvar_8
mfcc_dvar_9
mfcc_dvar2_0
mfcc_dvar2_1
mfcc_dvar2_10
mfcc_dvar2_11
mfcc_dvar2_12
mfcc_dvar2_2
mfcc_dvar2_3
mfcc_dvar2_4
mfcc_dvar2_5
mfcc_dvar2_6
mfcc_dvar2_7
mfcc_dvar2_8
mfcc_dvar2_9
mfcc_max_0
mfcc_max_1
mfcc_max_10
mfcc_max_11
mfcc_max_12
mfcc_max_2
mfcc_max_3
mfcc_max_4
mfcc_max_5
mfcc_max_6
mfcc_max_7
mfcc_max_8
mfcc_max_9
mfcc_mean_0
mfcc_mean_1
mfcc_mean_10
mfcc_mean_11
mfcc_mean_12
mfcc_mean_2
mfcc_mean_3
mfcc_mean_4
mfcc_mean_5
mfcc_mean_6
mfcc_mean_7
mfcc_mean_8
mfcc_mean_9
mfcc_median_0
mfcc_median_1
mfcc_median_10
mfcc_median_11
mfcc_median_12
mfcc_median_2
mfcc_median_3
mfcc_median_4
mfcc_median_5
mfcc_median_6
mfcc_median_7
mfcc_median_8
mfcc_median_9
mfcc_min_0
mfcc_min_1
mfcc_min_10
mfcc_min_11
mfcc_min_12
mfcc_min_2
mfcc_min_3
mfcc_min_4
mfcc_min_5
mfcc_min_6
mfcc_min_7
mfcc_min_8
mfcc_min_9
mfcc_var_0
mfcc_var_1
mfcc_var_10
mfcc_var_11
mfcc_var_12
mfcc_var_2
mfcc_var_3
mfcc_var_4
mfcc_var_5
mfcc_var_6
mfcc_var_7
mfcc_var_8
mfcc_var_9
onset_count
onset_rate
pitch_after_max_to_before_max_energy_ratio
pitch_centroid_max
pitch_centroid_mean
pitch_centroid_median
pitch_centroid_min
pitch_dmean
pitch_dmean2
pitch_dvar
pitch_dvar2
pitch_instantaneous_confidence_dmean
pitch_instantaneous_confidence_dmean2
pitch_instantaneous_confidence_dvar
pitch_instantaneous_confidence_dvar2
pitch_instantaneous_confidence_max
pitch_instantaneous_confidence_mean
pitch_instantaneous_confidence_median
pitch_instantaneous_confidence_min
pitch_instantaneous_confidence_var
pitch_max
pitch_max_to_total
pitch_mean
pitch_median
pitch_min
pitch_min_to_total
pitch_salience_dmean
pitch_salience_dmean2
pitch_salience_dvar
pitch_salience_dvar2
pitch_salience_max
pitch_salience_mean
pitch_salience_median
pitch_salience_min
pitch_salience_var
pitch_var
scvalleys_dmean_0
scvalleys_dmean_1
scvalleys_dmean_2
scvalleys_dmean_3
scvalleys_dmean_4
scvalleys_dmean_5
scvalleys_dmean2_0
scvalleys_dmean2_1
scvalleys_dmean2_2
scvalleys_dmean2_3
scvalleys_dmean2_4
scvalleys_dmean2_5
scvalleys_dvar_0
scvalleys_dvar_1
scvalleys_dvar_2
scvalleys_dvar_3
scvalleys_dvar_4
scvalleys_dvar_5
scvalleys_dvar2_0
scvalleys_dvar2_1
scvalleys_dvar2_2
scvalleys_dvar2_3
scvalleys_dvar2_4
scvalleys_dvar2_5
scvalleys_max_0
scvalleys_max_1
scvalleys_max_2
scvalleys_max_3
scvalleys_max_4
scvalleys_max_5
scvalleys_mean_0
scvalleys_mean_1
scvalleys_mean_2
scvalleys_mean_3
scvalleys_mean_4
scvalleys_mean_5
scvalleys_median_0
scvalleys_median_1
scvalleys_median_2
scvalleys_median_3
scvalleys_median_4
scvalleys_median_5
scvalleys_min_0
scvalleys_min_1
scvalleys_min_2
scvalleys_min_3
scvalleys_min_4
scvalleys_min_5
scvalleys_var_0
scvalleys_var_1
scvalleys_var_2
scvalleys_var_3
scvalleys_var_4
scvalleys_var_5
second_peak_bpm_max
second_peak_bpm_mean
second_peak_bpm_median
second_peak_bpm_min
second_peak_spread_max
second_peak_spread_mean
second_peak_spread_median
second_peak_spread_min
second_peak_weight_max
second_peak_weight_mean
second_peak_weight_median
second_peak_weight_min
silence_rate_20dB_dmean
silence_rate_20dB_dmean2
silence_rate_20dB_dvar
silence_rate_20dB_dvar2
silence_rate_20dB_max
silence_rate_20dB_mean
silence_rate_20dB_median
silence_rate_20dB_min
silence_rate_20dB_var
silence_rate_30dB_dmean
silence_rate_30dB_dmean2
silence_rate_30dB_dvar
silence_rate_30dB_dvar2
silence_rate_30dB_max
silence_rate_30dB_mean
silence_rate_30dB_median
silence_rate_30dB_min
silence_rate_30dB_var
silence_rate_60dB_dmean
silence_rate_60dB_dmean2
silence_rate_60dB_dvar
silence_rate_60dB_dvar2
silence_rate_60dB_max
silence_rate_60dB_mean
silence_rate_60dB_median
silence_rate_60dB_min
silence_rate_60dB_var
spectral_centroid_dmean
spectral_centroid_dmean2
spectral_centroid_dvar
spectral_centroid_dvar2
spectral_centroid_max
spectral_centroid_mean
spectral_centroid_median
spectral_centroid_min
spectral_centroid_var
spectral_complexity_dmean
spectral_complexity_dmean2
spectral_complexity_dvar
spectral_complexity_dvar2
spectral_complexity_max
spectral_complexity_mean
spectral_complexity_median
spectral_complexity_min
spectral_complexity_var
spectral_contrast_dmean_0
spectral_contrast_dmean_1
spectral_contrast_dmean_2
spectral_contrast_dmean_3
spectral_contrast_dmean_4
spectral_contrast_dmean_5
spectral_contrast_dmean2_0
spectral_contrast_dmean2_1
spectral_contrast_dmean2_2
spectral_contrast_dmean2_3
spectral_contrast_dmean2_4
spectral_contrast_dmean2_5
spectral_contrast_dvar_0
spectral_contrast_dvar_1
spectral_contrast_dvar_2
spectral_contrast_dvar_3
spectral_contrast_dvar_4
spectral_contrast_dvar_5
spectral_contrast_dvar2_0
spectral_contrast_dvar2_1
spectral_contrast_dvar2_2
spectral_contrast_dvar2_3
spectral_contrast_dvar2_4
spectral_contrast_dvar2_5
spectral_contrast_max_0
spectral_contrast_max_1
spectral_contrast_max_2
spectral_contrast_max_3
spectral_contrast_max_4
spectral_contrast_max_5
spectral_contrast_mean_0
spectral_contrast_mean_1
spectral_contrast_mean_2
spectral_contrast_mean_3
spectral_contrast_mean_4
spectral_contrast_mean_5
spectral_contrast_median_0
spectral_contrast_median_1
spectral_contrast_median_2
spectral_contrast_median_3
