average_loudness
barkbands_dmean_0
barkbands_dmean_1
barkbands_dmean_10
barkbands_dmean_11
barkbands_dmean_12
barkbands_dmean_13
barkbands_dmean_14
barkbands_dmean_15
barkbands_dmean_16
barkbands_dmean_17
barkbands_dmean_18
barkbands_dmean_19
barkbands_dmean_2
barkbands_dmean_20
barkbands_dmean_21
barkbands_dmean_22
barkbands_dmean_23
barkbands_dmean_24
barkbands_dmean_25
barkbands_dmean_26
barkbands_dmean_3
barkbands_dmean_4
barkbands_dmean_5
barkbands_dmean_6
barkbands_dmean_7
barkbands_dmean_8
barkbands_dmean_9
barkbands_dmean2_0
barkbands_dmean2_1
barkbands_dmean2_10
barkbands_dmean2_11
barkbands_dmean2_12
barkbands_dmean2_13
barkbands_dmean2_14
barkbands_dmean2_15
barkbands_dmean2_16
barkbands_dmean2_17
barkbands_dmean2_18
barkbands_dmean2_19
barkbands_dmean2_2
barkbands_dmean2_20
barkbands_dmean2_21
barkbands_dmean2_22
barkbands_dmean2_23
barkbands_dmean2_24
barkbands_dmean2_25
barkbands_dmean2_26
barkbands_dmean2_3
barkbands_dmean2_4
barkbands_dmean2_5
barkbands_dmean2_6
barkbands_dmean2_7
barkbands_dmean2_8
barkbands_dmean2_9
barkbands_dvar_0
barkbands_dvar_1
barkbands_dvar_10
barkbands_dvar_11
barkbands_dvar_12
barkbands_dvar_13
barkbands_dvar_14
barkbands_dvar_15
barkbands_dvar_16
barkbands_dvar_17
barkbands_dvar_18
barkbands_dvar_19
barkbands_dvar_2
barkbands_dvar_20
barkbands_dvar_21
barkbands_dvar_22
barkbands_dvar_23
barkbands_dvar_24
barkbands_dvar_25
barkbands_dvar_26
barkbands_dvar_3
barkbands_dvar_4
barkbands_dvar_5
barkbands_dvar_6
barkbands_dvar_7
barkbands_dvar_8
barkbands_dvar_9
barkbands_dvar2_0
barkbands_dvar2_1
barkbands_dvar2_10
barkbands_dvar2_11
barkbands_dvar2_12
barkbands_dvar2_13
barkbands_dvar2_14
barkbands_dvar2_15
barkbands_dvar2_16
barkbands_dvar2_17
barkbands_dvar2_18
barkbands_dvar2_19
barkbands_dvar2_2
barkbands_dvar2_20
barkbands_dvar2_21
barkbands_dvar2_22
barkbands_dvar2_23
barkbands_dvar2_24
barkbands_dvar2_25
barkbands_dvar2_26
barkbands_dvar2_3
barkbands_dvar2_4
barkbands_dvar2_5
barkbands_dvar2_6
barkbands_dvar2_7
barkbands_dvar2_8
barkbands_dvar2_9
barkbands_kurtosis_dmean
barkbands_kurtosis_dmean2
barkbands_kurtosis_dvar
barkbands_kurtosis_dvar2
barkbands_kurtosis_max
barkbands_kurtosis_mean
barkbands_kurtosis_median
barkbands_kurtosis_min
barkbands_kurtosis_var
barkbands_max_0
barkbands_max_1
barkbands_max_10
barkbands_max_11
barkbands_max_12
barkbands_max_13
barkbands_max_14
barkbands_max_15
barkbands_max_16
barkbands_max_17
barkbands_max_18
barkbands_max_19
barkbands_max_2
barkbands_max_20
barkbands_max_21
barkbands_max_22
barkbands_max_23
barkbands_max_24
barkbands_max_25
barkbands_max_26
barkbands_max_3
barkbands_max_4
barkbands_max_5
barkbands_max_6
barkbands_max_7
barkbands_max_8
barkbands_max_9
barkbands_mean_0
barkbands_mean_1
barkbands_mean_10
barkbands_mean_11
barkbands_mean_12
barkbands_mean_13
barkbands_mean_14
barkbands_mean_15
barkbands_mean_16
barkbands_mean_17
barkbands_mean_18
barkbands_mean_19
barkbands_mean_2
barkbands_mean_20
barkbands_mean_21
barkbands_mean_22
barkbands_mean_23
barkbands_mean_24
barkbands_mean_25
barkbands_mean_26
barkbands_mean_3
barkbands_mean_4
barkbands_mean_5
barkbands_mean_6
barkbands_mean_7
barkbands_mean_8
barkbands_mean_9
barkbands_median_0
barkbands_median_1
barkbands_median_10
barkbands_median_11
barkbands_median_12
barkbands_median_13
barkbands_median_14
barkbands_median_15
barkbands_median_16
barkbands_median_17
barkbands_median_18
barkbands_median_19
barkbands_median_2
barkbands_median_20
barkbands_median_21
barkbands_median_22
barkbands_median_23
barkbands_median_24
barkbands_median_25
barkbands_median_26
barkbands_median_3
barkbands_median_4
barkbands_median_5
barkbands_median_6
barkbands_median_7
barkbands_median_8
barkbands_median_9
barkbands_min_0
barkbands_min_1
barkbands_min_10
barkbands_min_11
barkbands_min_12
barkbands_min_13
barkbands_min_14
barkbands_min_15
barkbands_min_16
barkbands_min_17
barkbands_min_18
barkbands_min_19
barkbands_min_2
barkbands_min_20
barkbands_min_21
barkbands_min_22
barkbands_min_23
barkbands_min_24
barkbands_min_25
barkbands_min_26
barkbands_min_3
barkbands_min_4
barkbands_min_5
barkbands_min_6
barkbands_min_7
barkbands_min_8
barkbands_min_9
barkbands_skewness_dmean
barkbands_skewness_dmean2
barkbands_skewness_dvar
barkbands_skewness_dvar2
barkbands_skewness_max
barkbands_skewness_mean
barkbands_skewness_median
barkbands_skewness_min
barkbands_skewness_var
barkbands_spread_dmean
barkbands_spread_dmean2
barkbands_spread_dvar
barkbands_spread_dvar2
barkbands_spread_max
barkbands_spread_mean
barkbands_spread_median
barkbands_spread_min
barkbands_spread_var
barkbands_var_0
barkbands_var_1
barkbands_var_10
barkbands_var_11
barkbands_var_12
barkbands_var_13
barkbands_var_14
barkbands_var_15
barkbands_var_16
barkbands_var_17
barkbands_var_18
barkbands_var_19
barkbands_var_2
barkbands_var_20
barkbands_var_21
barkbands_var_22
barkbands_var_23
barkbands_var_24
barkbands_var_25
barkbands_var_26
barkbands_var_3
barkbands_var_4
barkbands_var_5
barkbands_var_6
barkbands_var_7
barkbands_var_8
barkbands_var_9
beats_count
beats_loudness_band_ratio_dmean_0
beats_loudness_band_ratio_dmean_1
beats_loudness_band_ratio_dmean_2
beats_loudness_band_ratio_dmean_3
beats_loudness_band_ratio_dmean_4
beats_loudness_band_ratio_dmean_5
beats_loudness_band_ratio_dmean2_0
beats_loudness_band_ratio_dmean2_1
beats_loudness_band_ratio_dmean2_2
beats_loudness_band_ratio_dmean2_3
beats_loudness_band_ratio_dmean2_4
beats_loudness_band_ratio_dmean2_5
beats_loudness_band_ratio_dvar_0
beats_loudness_band_ratio_dvar_1
beats_loudness_band_ratio_dvar_2
beats_loudness_band_ratio_dvar_3
beats_loudness_band_ratio_dvar_4
beats_loudness_band_ratio_dvar_5
beats_loudness_band_ratio_dvar2_0
beats_loudness_band_ratio_dvar2_1
beats_loudness_band_ratio_dvar2_2
beats_loudness_band_ratio_dvar2_3
beats_loudness_band_ratio_dvar2_4
beats_loudness_band_ratio_dvar2_5
beats_loudness_band_ratio_max_0
beats_loudness_band_ratio_max_1
beats_loudness_band_ratio_max_2
beats_loudness_band_ratio_max_3
beats_loudness_band_ratio_max_4
beats_loudness_band_ratio_max_5
beats_loudness_band_ratio_mean_0
beats_loudness_band_ratio_mean_1
beats_loudness_band_ratio_mean_2
beats_loudness_band_ratio_mean_3
beats_loudness_band_ratio_mean_4
beats_loudness_band_ratio_mean_5
beats_loudness_band_ratio_median_0
beats_loudness_band_ratio_median_1
beats_loudness_band_ratio_median_2
beats_loudness_band_ratio_median_3
beats_loudness_band_ratio_median_4
beats_loudness_band_ratio_median_5
beats_loudness_band_ratio_min_0
beats_loudness_band_ratio_min_1
beats_loudness_band_ratio_min_2
beats_loudness_band_ratio_min_3
beats_loudness_band_ratio_min_4
beats_loudness_band_ratio_min_5
beats_loudness_band_ratio_var_0
beats_loudness_band_ratio_var_1
beats_loudness_band_ratio_var_2
beats_loudness_band_ratio_var_3
beats_loudness_band_ratio_var_4
beats_loudness_band_ratio_var_5
beats_loudness_dmean
beats_loudness_dmean2
beats_loudness_dvar
beats_loudness_dvar2
beats_loudness_max
beats_loudness_mean
beats_loudness_median
beats_loudness_min
beats_loudness_var
bpm
der_av_after_max_max
der_av_after_max_mean
der_av_after_max_median
der_av_after_max_min
dissonance_dmean
dissonance_dmean2
dissonance_dvar
dissonance_dvar2
dissonance_max
dissonance_mean
dissonance_median
dissonance_min
dissonance_var
duration
effective_duration_max
effective_duration_mean
effective_duration_median
effective_duration_min
erb_bands_dmean_0
erb_bands_dmean_1
erb_bands_dmean_10
erb_bands_dmean_11
erb_bands_dmean_12
erb_bands_dmean_13
erb_bands_dmean_14
erb_bands_dmean_15
erb_bands_dmean_16
erb_bands_dmean_17
erb_bands_dmean_2
erb_bands_dmean_3
erb_bands_dmean_4
erb_bands_dmean_5
erb_bands_dmean_6
erb_bands_dmean_7
erb_bands_dmean_8
erb_bands_dmean_9
erb_bands_dmean2_0
erb_bands_dmean2_1
erb_bands_dmean2_10
erb_bands_dmean2_11
erb_bands_dmean2_12
erb_bands_dmean2_13
erb_bands_dmean2_14
erb_bands_dmean2_15
erb_bands_dmean2_16
erb_bands_dmean2_17
erb_bands_dmean2_2
erb_bands_dmean2_3
erb_bands_dmean2_4
erb_bands_dmean2_5
erb_bands_dmean2_6
erb_bands_dmean2_7
erb_bands_dmean2_8
erb_bands_dmean2_9
erb_bands_dvar_0
erb_bands_dvar_1
erb_bands_dvar_10
erb_bands_dvar_11
erb_bands_dvar_12
erb_bands_dvar_13
erb_bands_dvar_14
erb_bands_dvar_15
erb_bands_dvar_16
erb_bands_dvar_17
erb_bands_dvar_2
erb_bands_dvar_3
erb_bands_dvar_4
erb_bands_dvar_5
erb_bands_dvar_6
erb_bands_dvar_7
erb_bands_dvar_8
erb_bands_dvar_9
erb_bands_dvar2_0
erb_bands_dvar2_1
erb_bands_dvar2_10
erb_bands_dvar2_11
erb_bands_dvar2_12
erb_bands_dvar2_13
erb_bands_dvar2_14
erb_bands_dvar2_15
erb_bands_dvar2_16
erb_bands_dvar2_17
erb_bands_dvar2_2
erb_bands_dvar2_3
erb_bands_dvar2_4
erb_bands_dvar2_5
erb_bands_dvar2_6
erb_bands_dvar2_7
erb_bands_dvar2_8
erb_bands_dvar2_9
erb_bands_max_0
erb_bands_max_1
erb_bands_max_10
erb_bands_max_11
erb_bands_max_12
erb_bands_max_13
erb_bands_max_14
erb_bands_max_15
erb_bands_max_16
erb_bands_max_17
erb_bands_max_2
erb_bands_max_3
erb_bands_max_4
erb_bands_max_5
erb_bands_max_6
erb_bands_max_7
erb_bands_max_8
erb_bands_max_9
erb_bands_mean_0
erb_bands_mean_1
erb_bands_mean_10
erb_bands_mean_11
erb_bands_mean_12
erb_bands_mean_13
erb_bands_mean_14
erb_bands_mean_15
erb_bands_mean_16
erb_bands_mean_17
erb_bands_mean_2
erb_bands_mean_3
erb_bands_mean_4
erb_bands_mean_5
erb_bands_mean_6
erb_bands_mean_7
erb_bands_mean_8
erb_bands_mean_9
erb_bands_median_0
erb_bands_median_1
erb_bands_median_10
erb_bands_median_11
erb_bands_median_12
erb_bands_median_13
erb_bands_median_14
erb_bands_median_15
erb_bands_median_16
erb_bands_median_17
erb_bands_median_2
erb_bands_median_3
erb_bands_median_4
erb_bands_median_5
erb_bands_median_6
erb_bands_median_7
erb_bands_median_8
erb_bands_median_9
erb_bands_min_0
erb_bands_min_1
erb_bands_min_10
erb_bands_min_11
erb_bands_min_12
erb_bands_min_13
erb_bands_min_14
erb_bands_min_15
erb_bands_min_16
erb_bands_min_17
erb_bands_min_2
erb_bands_min_3
erb_bands_min_4
erb_bands_min_5
erb_bands_min_6
erb_bands_min_7
erb_bands_min_8
erb_bands_min_9
erb_bands_var_0
erb_bands_var_1
erb_bands_var_10
erb_bands_var_11
erb_bands_var_12
erb_bands_var_13
erb_bands_var_14
erb_bands_var_15
erb_bands_var_16
erb_bands_var_17
erb_bands_var_2
erb_bands_var_3
erb_bands_var_4
erb_bands_var_5
erb_bands_var_6
erb_bands_var_7
erb_bands_var_8
erb_bands_var_9
first_peak_bpm_max
first_peak_bpm_mean
first_peak_bpm_median
first_peak_bpm_min
first_peak_spread_max
first_peak_spread_mean
first_peak_spread_median
first_peak_spread_min
first_peak_weight_max
first_peak_weight_mean
first_peak_weight_median
first_peak_weight_min
flatness_max
flatness_mean
flatness_median
flatness_min
frequency_bands_dmean_0
frequency_bands_dmean_1
frequency_bands_dmean_10
frequency_bands_dmean_11
frequency_bands_dmean_12
frequency_bands_dmean_13
frequency_bands_dmean_14
frequency_bands_dmean_15
frequency_bands_dmean_16
frequency_bands_dmean_17
frequency_bands_dmean_18
frequency_bands_dmean_19
frequency_bands_dmean_2
frequency_bands_dmean_20
frequency_bands_dmean_21
frequency_bands_dmean_22
frequency_bands_dmean_23
frequency_bands_dmean_24
frequency_bands_dmean_25
frequency_bands_dmean_26
frequency_bands_dmean_27
frequency_bands_dmean_3
frequency_bands_dmean_4
frequency_bands_dmean_5
frequency_bands_dmean_6
frequency_bands_dmean_7
frequency_bands_dmean_8
frequency_bands_dmean_9
frequency_bands_dmean2_0
frequency_bands_dmean2_1
frequency_bands_dmean2_10
frequency_bands_dmean2_11
frequency_bands_dmean2_12
frequency_bands_dmean2_13
frequency_bands_dmean2_14
frequency_bands_dmean2_15
frequency_bands_dmean2_16
frequency_bands_dmean2_17
frequency_bands_dmean2_18
frequency_bands_dmean2_19
frequency_bands_dmean2_2
frequency_bands_dmean2_20
frequency_bands_dmean2_21
frequency_bands_dmean2_22
frequency_bands_dmean2_23
frequency_bands_dmean2_24
frequency_bands_dmean2_25
frequency_bands_dmean2_26
frequency_bands_dmean2_27
frequency_bands_dmean2_3
frequency_bands_dmean2_4
frequency_bands_dmean2_5
frequency_bands_dmean2_6
frequency_bands_dmean2_7
frequency_bands_dmean2_8
frequency_bands_dmean2_9
frequency_bands_dvar_0
frequency_bands_dvar_1
frequency_bands_dvar_10
frequency_bands_dvar_11
frequency_bands_dvar_12
frequency_bands_dvar_13
frequency_bands_dvar_14
frequency_bands_dvar_15
frequency_bands_dvar_16
frequency_bands_dvar_17
frequency_bands_dvar_18
frequency_bands_dvar_19
frequency_bands_dvar_2
frequency_bands_dvar_20
frequency_bands_dvar_21
frequency_bands_dvar_22
frequency_bands_dvar_23
frequency_bands_dvar_24
frequency_bands_dvar_25
frequency_bands_dvar_26
frequency_bands_dvar_27
frequency_bands_dvar_3
frequency_bands_dvar_4
frequency_bands_dvar_5
frequency_bands_dvar_6
frequency_bands_dvar_7
frequency_bands_dvar_8
frequency_bands_dvar_9
frequency_bands_dvar2_0
frequency_bands_dvar2_1
frequency_bands_dvar2_10
frequency_bands_dvar2_11
frequency_bands_dvar2_12
frequency_bands_dvar2_13
frequency_bands_dvar2_14
frequency_bands_dvar2_15
frequency_bands_dvar2_16
frequency_bands_dvar2_17
frequency_bands_dvar2_18
frequency_bands_dvar2_19
frequency_bands_dvar2_2
frequency_bands_dvar2_20
frequency_bands_dvar2_21
frequency_bands_dvar2_22
frequency_bands_dvar2_23
frequency_bands_dvar2_24
frequency_bands_dvar2_25
frequency_bands_dvar2_26
frequency_bands_dvar2_27
frequency_bands_dvar2_3
frequency_bands_dvar2_4
frequency_bands_dvar2_5
frequency_bands_dvar2_6
frequency_bands_dvar2_7
frequency_bands_dvar2_8
frequency_bands_dvar2_9
frequency_bands_max_0
frequency_bands_max_1
frequency_bands_max_10
frequency_bands_max_11
frequency_bands_max_12
frequency_bands_max_13
frequency_bands_max_14
frequency_bands_max_15
frequency_bands_max_16
frequency_bands_max_17
frequency_bands_max_18
frequency_bands_max_19
frequency_bands_max_2
frequency_bands_max_20
frequency_bands_max_21
frequency_bands_max_22
frequency_bands_max_23
frequency_bands_max_24
frequency_bands_max_25
frequency_bands_max_26
frequency_bands_max_27
frequency_bands_max_3
frequency_bands_max_4
frequency_bands_max_5
frequency_bands_max_6
frequency_bands_max_7
frequency_bands_max_8
frequency_bands_max_9
frequency_bands_mean_0
frequency_bands_mean_1
frequency_bands_mean_10
frequency_bands_mean_11
frequency_bands_mean_12
frequency_bands_mean_13
frequency_bands_mean_14
frequency_bands_mean_15
frequency_bands_mean_16
frequency_bands_mean_17
frequency_bands_mean_18
frequency_bands_mean_19
frequency_bands_mean_2
frequency_bands_mean_20
frequency_bands_mean_21
frequency_bands_mean_22
frequency_bands_mean_23
frequency_bands_mean_24
frequency_bands_mean_25
frequency_bands_mean_26
frequency_bands_mean_27
frequency_bands_mean_3
frequency_bands_mean_4
frequency_bands_mean_5
frequency_bands_mean_6
frequency_bands_mean_7
